timestamp,volume,open,low,high,close,t_plus,ma_long,ma_short,RSI,longs,shorts,entry,returns,holding,direction
2021-12-20 19:00:00,160.07140334,46294.5,46264.5,46631.5,46522.0,46517.5,46162.783127483446,46221.28790529236,64.61316081553048,0,0,0,0.0,0,0
2021-12-20 19:30:00,158.19526687,46517.5,46422.5,46726.0,46612.5,46618.5,46201.30351239294,46282.26662909771,67.38221568112402,0,0,0,0.0,0,0
2021-12-20 20:00:00,244.81619376,46618.5,46618.5,47010.5,46816.5,46817.0,46253.394760157054,46365.36996660683,72.89814086669122,0,0,0,0.0,0,0
2021-12-20 20:30:00,379.7242561,46817.0,46703.0,47287.0,47065.5,47065.5,46321.43782914208,46474.09363864174,78.11129984174518,0,0,0,0.0,0,0
2021-12-20 21:00:00,387.06609187000004,47065.5,47044.0,47576.5,47333.5,47316.0,46405.41887462097,46607.35893486217,82.33190687758682,0,0,0,0.0,0,0
2021-12-20 21:30:00,133.65848223,47316.0,47004.0,47352.5,47018.5,47018.5,46455.84334020023,46671.03549795312,65.26487114141628,0,0,0,0.0,0,0
2021-12-20 22:00:00,184.14251106,47018.5,46831.0,47139.5,46876.5,46887.0,46490.16085487841,46702.82456735205,58.91266887105901,0,0,0,0.0,0,0
2021-12-20 22:30:00,66.8828027,46887.0,46729.5,47002.0,46786.0,46788.0,46514.115830642506,46715.6820984538,54.97771486949393,0,0,0,0.0,0,0
2021-12-20 23:00:00,88.59236706,46788.0,46782.0,47061.5,47023.0,47023.5,46555.03936843134,46763.15331511355,62.53845513517926,0,0,0,0.0,0,0
2021-12-20 23:30:00,109.06071556,47023.5,46882.0,47126.0,46915.0,46933.5,46583.804259167075,46786.59437387524,57.464359251867855,0,0,0,0.0,0,0
2021-12-21 00:00:00,172.56323028,46933.5,46883.5,47104.5,47081.5,47084.5,46623.34492520542,46832.0959178391,62.829145846290764,0,0,0,0.0,0,0
2021-12-21 00:30:00,99.83200506,47084.5,46791.0,47084.5,46805.0,46823.0,46637.69982627279,46827.91710030584,50.600393036545036,0,0,0,0.0,0,0
2021-12-21 01:00:00,148.7906279,46823.0,46666.0,46916.5,46762.0,46769.5,46647.474009597056,46817.75498908617,48.89278947039395,0,0,0,0.0,0,0
2021-12-21 01:30:00,108.23011575,46769.5,46767.5,47030.5,46978.5,46977.5,46673.38566242407,46842.52834779667,57.27006414932642,0,0,0,0.0,0,0
2021-12-21 02:00:00,67.20331352,46977.5,46909.0,47103.5,46954.5,46945.5,46695.29829850607,46859.780304147054,56.09398083716504,0,0,0,0.0,0,0
2021-12-21 02:30:00,60.15177106,46945.5,46910.5,47090.5,46989.5,46984.0,46718.142559803324,46879.76221905386,57.56049230965089,0,0,0,0.0,0,0
2021-12-21 03:00:00,102.28746622,46984.0,46949.5,47346.5,47302.5,47310.0,46763.355319760405,46944.8678312466,68.43838592708826,0,0,0,0.0,0,0
2021-12-21 03:30:00,905.26152164,47310.0,47254.5,48139.5,47983.5,47981.0,46857.44976016052,47104.800881892304,80.79569217225004,0,0,0,0.0,0,0
2021-12-21 04:00:00,940.23826293,47981.0,47981.0,48799.5,48692.0,48699.5,46998.49633052961,47349.17087239532,86.93591614999535,0,0,0,0.0,0,0
2021-12-21 04:30:00,269.25986031,48699.5,48560.5,48850.0,48612.5,48603.5,47122.23887683705,47543.65412572536,83.48015298140442,0,0,0,0.0,0,0
