timestamp,volume,open,low,high,close,t_plus,min_24,max_24,longs,shorts,entry,returns,holding,direction
2021-12-30 06:50:00,24.12592325,46980.0,46923.5,46980.0,46929.5,46934.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:00:00,95.05646103,46934.0,46873.5,47119.5,47027.5,47027.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:10:00,31.17049656,47027.5,46918.5,47068.5,46922.0,46925.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:20:00,63.01706127,46925.0,46915.5,47110.5,47023.5,47028.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:30:00,21.12049626,47028.0,47028.0,47118.5,47081.0,47081.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:40:00,25.65218402,47081.0,47006.5,47098.0,47073.0,47072.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 07:50:00,51.13380047,47072.5,46999.0,47075.5,46999.5,46999.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:00:00,117.98979538,46999.5,46999.0,47230.0,47122.0,47120.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:10:00,55.95111849,47120.0,46972.0,47151.5,47016.5,47016.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:20:00,33.74970358,47016.5,46898.0,47061.5,47016.5,47013.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:30:00,13.900941920000001,47013.0,46909.5,47013.0,46909.5,46909.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:40:00,14.50044897,46909.5,46849.0,46946.0,46889.0,46889.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 08:50:00,28.62743225,46889.5,46805.5,46915.0,46838.5,46838.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:00:00,53.644038789999996,46838.5,46838.5,46954.5,46936.5,46939.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:10:00,12.83892182,46939.0,46920.0,46947.5,46931.5,46931.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:20:00,13.39977048,46931.0,46908.5,46949.5,46949.5,46949.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:30:00,15.392741529999999,46949.0,46919.5,46960.0,46960.0,46949.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:40:00,20.59311362,46949.5,46949.5,47025.5,46980.0,46980.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 09:50:00,205.40477326,46980.0,46757.5,46980.0,46799.0,46799.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:00:00,65.74945433,46799.5,46724.0,46957.5,46950.0,46949.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:10:00,19.550971399999998,46949.5,46901.0,46986.5,46920.0,46920.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:20:00,78.45542149,46920.5,46833.0,46975.0,46887.5,46895.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:30:00,56.72209308,46895.5,46801.5,46910.5,46852.5,46857.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:40:00,26.50486215,46857.0,46835.5,46956.5,46956.0,46958.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 10:50:00,19.545641110000002,46958.0,46925.0,46982.5,46982.5,46981.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:00:00,25.2435971,46981.5,46948.0,47035.0,46975.0,46975.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:10:00,32.96351392,46975.0,46931.5,47022.0,47013.5,47013.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:20:00,57.62258361,47013.5,46988.5,47103.0,47102.5,47103.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:30:00,91.27425287,47103.0,47056.5,47190.0,47165.5,47162.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:40:00,875.7438107,47162.0,47162.0,47688.0,47572.0,47572.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 11:50:00,164.82829265,47572.5,47489.0,47625.5,47574.5,47575.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:00:00,196.27023224,47575.0,47449.0,47605.5,47449.0,47449.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:10:00,30.5621481,47449.5,47449.5,47652.5,47604.0,47602.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:20:00,243.82071384,47602.0,47571.5,47779.5,47710.5,47710.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:30:00,79.0000979,47710.5,47653.0,47748.0,47671.0,47673.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:40:00,46.858084410000004,47673.0,47583.0,47703.5,47628.0,47628.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 12:50:00,84.30446521,47628.5,47563.5,47708.5,47564.5,47562.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:00:00,32.96332983,47562.0,47514.5,47605.0,47550.5,47551.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:10:00,27.7793797,47551.5,47483.0,47575.5,47515.0,47515.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:20:00,99.63325217,47515.0,47457.5,47537.0,47512.0,47512.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:30:00,84.84664911,47512.5,47485.5,47561.0,47555.0,47555.5,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:40:00,107.71296172999999,47555.5,47375.0,47600.0,47410.5,47411.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 13:50:00,62.59581345,47411.0,47341.0,47423.0,47360.0,47362.0,45664.0,51998.0,0,0,0,0,0,0
2021-12-30 14:00:00,81.89065826000001,47362.0,47311.0,47390.0,47375.0,47371.0,45750.0,51998.0,0,0,0,0,0,0
2021-12-30 14:10:00,41.58637261,47371.0,47267.5,47383.5,47272.5,47272.5,45750.0,51998.0,0,0,0,0,0,0
2021-12-30 14:20:00,125.47446496,47272.5,47236.0,47332.0,47284.0,47284.0,45992.0,51998.0,0,0,0,0,0,0
2021-12-30 14:30:00,43.65176094,47284.0,47249.5,47480.0,47451.0,47451.0,46003.0,51998.0,0,0,0,0,0,0
2021-12-30 14:40:00,103.76643857,47451.0,47213.5,47451.0,47302.0,47302.0,46003.0,51998.0,0,0,0,0,0,0
