timestamp,volume,open,low,high,close,t_plus,min_24,max_24,longs,shorts,entry,returns,holding,direction
2021-12-25 06:55:00,0.33492631,51024.5,51018.0,51035.5,51035.5,51035.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:00:00,8.53522058,51035.5,51009.5,51036.5,51035.5,51035.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:05:00,18.73868263,51035.5,50945.0,51037.5,51037.5,51034.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:10:00,6.63619666,51034.0,51017.0,51096.0,51094.0,51094.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:15:00,9.11156498,51094.5,51024.0,51106.0,51047.5,51056.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:20:00,5.0329522,51056.0,51043.5,51098.0,51094.0,51098.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:25:00,1.8885980100000002,51098.0,51074.0,51098.0,51083.5,51098.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:30:00,10.535084979999999,51098.0,50999.5,51139.5,51000.0,51019.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:35:00,18.90558065,51019.0,50938.0,51019.0,50963.0,50958.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:40:00,11.92255863,50958.0,50896.0,50958.0,50905.5,50895.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:45:00,13.015337340000002,50895.5,50878.0,50963.5,50958.0,50947.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:50:00,11.502144280000001,50947.0,50909.0,50979.0,50958.0,50958.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 07:55:00,1.87166918,50958.5,50958.5,50981.5,50973.0,50979.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 08:00:00,9.707709170000001,50979.0,50968.0,51020.0,50987.0,50978.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 08:05:00,7.0087480499999995,50978.0,50978.0,51023.5,51010.0,51008.5,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 08:10:00,17.2287307,51008.5,50928.0,51008.5,50928.0,50925.0,45642.0,51811.5,0,0,0,0,0,0
2021-12-25 08:15:00,22.33818657,50925.0,50853.0,50928.0,50853.0,50853.0,45642.0,51811.5,0,0,0,0,0,0
