timestamp,volume,open,low,high,close,t_plus,ma_long,ma_short,RSI,longs,shorts,entry,returns,holding,direction
2021-12-20 13:00:00,107.36753655,45770.0,45611.0,45961.0,45957.5,45949.5,46025.77336605656,45962.435702684415,47.77443183982641,0,0,0,0.0,0,0
2021-12-20 13:15:00,63.046565,45949.5,45795.0,46019.5,45933.5,45912.5,46017.86971423779,45957.925458124046,46.04577563933099,0,0,0,0.0,0,0
2021-12-20 13:30:00,29.21859625,45912.5,45828.0,45977.5,45897.5,45894.5,46007.67750941549,45948.52590071312,43.332076103171964,0,0,0,0.0,0,0
2021-12-20 13:45:00,40.33268855,45894.5,45710.0,45968.5,45719.5,45740.0,45983.53226174181,45912.9603118525,32.428588738009395,0,0,0,0.0,0,0
2021-12-20 14:00:00,99.40000142000001,45740.0,45630.0,45850.5,45670.0,45658.0,45957.515315460616,45875.28526151,30.005909972825748,0,0,0,0.0,0,0
2021-12-20 14:15:00,147.56856948,45658.0,45590.5,45953.0,45750.0,45746.5,45940.44767392273,45855.881374291304,38.56480534158781,0,0,0,0.0,0,0
2021-12-20 14:30:00,202.49970834,45746.5,45611.5,46018.5,45985.0,45977.0,45944.082289157006,45875.858357723766,56.56631139538317,0,0,0,0.0,0,0
2021-12-20 14:45:00,510.04804675,45977.0,45852.5,46377.5,46348.5,46351.5,45976.8291944316,45948.92085252644,71.48091351449557,0,-1,-1,0.0,0,0
2021-12-20 15:00:00,134.42968852,46351.5,46039.0,46351.5,46172.5,46175.5,45992.56468413245,45983.4569927803,59.97521629800192,0,0,0,0.0,0,0
2021-12-20 15:15:00,80.31722544,46175.5,46103.0,46329.0,46255.5,46237.0,46013.57616418941,46025.453142533006,63.19852160863948,0,0,0,0.0,0,0
2021-12-20 15:30:00,32.860260430000004,46237.0,46121.5,46237.0,46172.0,46192.0,46026.162536686425,46048.06413292143,57.79565858894,0,0,0,0.0,0,0
2021-12-20 15:45:00,81.5303328,46192.0,45939.5,46192.0,46003.0,46005.0,46024.332167108376,46041.11420083603,48.17717692415265,0,0,0,0.0,0,0
2021-12-20 16:00:00,44.62888784,46005.0,45896.5,46191.5,46065.0,46071.0,46027.53002952614,46044.79655558994,51.587692074336985,0,0,0,0.0,0,0
2021-12-20 16:15:00,46.60694135,46071.0,46065.0,46254.5,46154.5,46144.0,46037.46883158325,46061.70359839455,56.3702564862733,0,0,0,0.0,0,0
2021-12-20 16:30:00,49.54482162,46144.0,46125.0,46301.0,46301.0,46300.5,46058.01087379845,46098.5730291305,63.23070940111621,0,0,0,0.0,0,0
2021-12-20 16:45:00,159.66637517,46300.5,46217.0,46526.5,46429.0,46433.0,46086.81754790791,46149.47172706079,68.26190533740855,0,0,0,0.0,0,0
2021-12-20 17:00:00,83.58880729,46433.0,46321.5,46452.0,46374.5,46351.5,46109.076043745525,46184.12820710757,63.96215251768178,0,0,0,0.0,0,0
2021-12-20 17:15:00,61.21210107,46351.5,46282.5,46530.0,46308.0,46296.0,46124.41655102231,46203.20251880544,58.751885923332075,0,0,0,0.0,0,0
2021-12-20 17:30:00,35.223870940000005,46296.0,46194.0,46304.0,46286.5,46280.0,46136.878087422585,46216.02725166738,57.01918889202876,0,0,0,0.0,0,0
2021-12-20 17:45:00,79.38619079,46280.0,46120.5,46370.0,46146.0,46140.5,46137.57744685458,46205.24690359462,46.64622056253366,0,0,0,0.0,0,0
2021-12-20 18:00:00,79.46748456,46140.5,46088.5,46221.0,46211.0,46202.0,46143.19204804594,46206.13247668091,51.36882646690008,0,0,0,0.0030311856142735127,12,-1
2021-12-20 18:15:00,24.58074452,46202.0,46144.5,46281.0,46145.5,46154.5,46143.36811466653,46196.800111332246,46.575371072215304,0,0,0,0.0,0,0
2021-12-20 18:30:00,64.85807644,46154.5,46060.0,46304.5,46256.5,46260.0,46151.97954535751,46205.98828517993,54.81925742686356,0,0,0,0.0,0,0
2021-12-20 18:45:00,30.680812340000003,46260.0,46245.5,46363.5,46295.0,46294.5,46162.843838084504,46219.686905861316,57.4471339534347,0,0,0,0.0,0,0
2021-12-20 19:00:00,73.34747628,46294.5,46264.5,46592.5,46542.5,46542.5,46191.62935882504,46269.36430008135,70.2725534393429,0,0,0,0.0,0,0
2021-12-20 19:15:00,86.72392706000001,46542.5,46466.0,46631.5,46522.0,46517.5,46216.63439629016,46308.24049621662,68.30502075928135,0,0,0,0.0,0,0
