timestamp,volume,open,low,high,close,t_plus,ma_long,ma_short,RSI,longs,shorts,entry,returns,holding,direction
2021-12-22 06:00:00,383.68970331,49011.5,48978.0,49360.5,49265.5,49266.5,48400.6303553861,48797.71967377835,67.9195605021504,0,0,0,0.0,0,0
2021-12-22 08:00:00,554.09087406,49266.5,48880.5,49601.5,48980.0,48969.0,48450.2561156795,48826.13193868066,58.16172706750618,0,0,0,0.0,0,0
2021-12-22 10:00:00,307.90477695,48969.0,48890.0,49285.5,49031.5,49042.5,48499.47245517338,48858.07822328768,59.376472266766235,0,0,0,0.0,0,0
2021-12-22 12:00:00,657.79131651,49042.5,48474.5,49178.0,48591.0,48599.0,48507.14118422613,48816.60346321252,46.151758369769205,0,0,0,0.0,0,0
2021-12-22 14:00:00,482.64007355,48599.0,48561.0,48997.5,48943.0,48924.0,48543.30880325574,48836.2033552701,55.3260213285134,0,0,0,0.0,0,0
2021-12-22 16:00:00,496.47292813,48924.0,48750.0,49300.0,48767.5,48760.5,48561.74799639909,48825.56274087429,50.38741819305274,0,0,0,0.0,0,0
2021-12-22 18:00:00,308.35448417,48760.5,48540.5,48999.0,48967.0,48973.5,48594.80878661351,48847.44563938546,55.58732227163163,0,0,0,0.0,0,0
2021-12-22 20:00:00,436.68932563000004,48973.5,48900.5,49180.0,49084.0,49084.0,48634.420054608025,48884.01298808481,58.5286444898017,0,0,0,0.0,0,0
2021-12-22 22:00:00,278.79613766,49084.0,48582.5,49109.5,48623.0,48623.5,48633.501674622086,48843.69446434752,44.98426186095216,0,0,0,0.0,0,0
2021-12-23 00:00:00,537.47976528,48623.5,48067.5,48699.5,48508.5,48519.5,48623.512639163906,48791.949422029094,42.18646395577646,0,0,0,0.0,0,0
2021-12-23 02:00:00,288.58068731,48519.5,48249.0,48766.5,48569.5,48564.5,48619.22147178632,48757.627282132344,44.315402297324354,0,0,0,0.0,0,0
2021-12-23 04:00:00,203.20245548,48564.5,48275.5,48615.5,48406.5,48425.0,48602.41161560229,48703.475330104244,39.79695640417775,0,0,0,0.0,0,0
2021-12-23 06:00:00,631.46597584,48425.0,48094.0,48562.0,48164.5,48165.0,48567.97700234006,48620.38418647437,33.87936099622519,0,0,0,0.0,0,0
2021-12-23 08:00:00,469.34028835,48165.0,48115.0,48472.5,48413.0,48413.0,48555.845899655586,48588.4229902095,43.783527521622354,0,0,0,0.0,0,0
2021-12-23 10:00:00,301.36069261,48413.0,48257.5,48599.0,48407.0,48399.0,48544.24348172281,48560.4703660724,43.601575936859504,0,0,0,0.0,0,0
2021-12-23 12:00:00,757.7324391,48399.0,48377.0,48900.5,48640.0,48649.0,48551.67881235934,48572.72104525617,52.45484973790832,0,0,0,0.0,0,0
2021-12-23 14:00:00,368.99227734,48649.0,48489.5,48888.5,48867.5,48868.0,48576.11445151429,48618.11978928888,59.599724774447225,0,0,0,0.0,0,0
2021-12-23 16:00:00,1423.8909963199999,48868.0,48730.0,50204.0,50100.5,50101.0,48693.67117037046,48846.3830729116,79.17256342695867,0,0,0,0.0,0,0
2021-12-23 18:00:00,1785.89471924,50101.0,50101.0,51385.0,51132.5,51143.5,48881.17676965381,49198.36056923697,85.81120825446972,0,0,0,0.0,0,0
2021-12-23 20:00:00,858.1088611499999,51143.5,50658.0,51212.5,50849.0,50852.0,49032.045978821014,49452.46832275511,77.93697242926653,0,0,0,0.0,0,0
2021-12-23 22:00:00,319.0916407,50852.0,50575.0,50999.0,50853.5,50854.0,49171.3320357504,49668.12887473981,77.97398997232064,0,0,0,0.0,0,0
2021-12-24 00:00:00,753.33468635,50854.0,50695.5,51374.0,51370.0,51375.0,49339.06171382908,49930.07567267234,81.97842268612843,0,0,0,0.0,0,0
2021-12-24 02:00:00,463.27875842000003,51375.0,50911.5,51555.5,51060.0,51049.5,49470.056974193816,50103.97785885541,72.81110906670538,0,0,0,0.0,0,0
2021-12-24 04:00:00,383.17844694,51049.5,50887.5,51142.0,51057.0,51056.5,49590.60625937478,50250.644944630505,72.72030491826504,0,0,0,0.0,0,0
2021-12-24 06:00:00,855.37614544,51056.5,50790.5,51127.5,51061.0,51060.5,49702.091476166665,50375.349698789265,72.77254474646173,0,0,0,0.0,0,0
2021-12-24 08:00:00,722.1100801,51060.5,50956.0,51329.0,51299.5,51299.5,49822.99586356468,50517.56019548432,75.94208655722397,0,0,0,0.0,0,0
2021-12-24 10:00:00,372.9215887,51299.5,50900.5,51509.5,51030.0,51011.0,49914.204201277025,50596.41281860981,65.93467831621051,0,0,0,0.0,0,0
2021-12-24 12:00:00,334.8437557,51011.0,50865.5,51213.5,51095.0,51089.5,50003.299169722675,50673.13148872247,67.13974883989351,0,0,0,0.0,0,0
2021-12-24 14:00:00,641.11978019,51089.5,50446.5,51289.0,51009.0,51005.0,50079.07812256916,50724.81094867632,63.69965679448741,0,0,0,0.0,0,0
2021-12-24 16:00:00,546.93417541,51005.0,50780.0,51295.5,51165.5,51160.0,50160.835091105764,50792.61745900814,67.22569958438558,0,0,0,0.0,0,0
2021-12-24 18:00:00,1520.261445,51160.0,51140.5,51961.5,51201.5,51193.5,50239.0564404772,50855.528898749784,68.0494418726727,0,0,0,0.0,0,0
2021-12-24 20:00:00,451.14569149,51193.5,50834.0,51270.0,50936.5,50936.0,50291.422516474915,50867.987069245224,56.07810752132482,0,0,0,0.0,0,0
2021-12-24 22:00:00,444.55447737,50936.0,50550.0,50985.5,50860.0,50865.0,50334.06993217896,50866.75819938717,52.97394954976575,0,0,0,0.0,0,0
2021-12-25 00:00:00,206.56452802,50865.0,50663.5,51149.5,51026.0,51025.5,50385.92129733397,50891.25845580376,58.69814648984936,0,0,0,0.0,0,0
2021-12-25 02:00:00,199.53988533,51025.5,50771.5,51191.5,50894.0,50894.0,50423.96250132669,50891.680253945306,52.80112161552488,0,0,0,0.0,0,0
2021-12-25 04:00:00,102.7006879,50894.0,50873.0,51100.0,50940.0,50923.0,50462.56877112107,50899.114390784984,54.633745344066575,0,0,0,0.0,0,0
2021-12-25 06:00:00,277.88960677,50923.0,50710.5,51139.5,50973.0,50979.0,50500.727426330865,50910.481834237646,56.04641288454781,0,0,0,0.0,0,0
2021-12-25 08:00:00,211.51119984,50979.0,50844.5,51049.5,50868.0,50867.5,50528.16511579107,50903.94595986293,50.29641913731422,0,0,0,0.0,0,0
2021-12-25 10:00:00,468.44376825,50867.5,50559.5,50882.0,50715.5,50725.0,50542.151423335774,50874.95349463033,42.917649811005454,0,0,0,0.0,0,0
2021-12-25 12:00:00,485.12978764,50725.0,50685.5,50997.5,50921.5,50931.5,50570.45678789434,50882.11465828886,53.54101016348107,0,0,0,0.0,0,0
2021-12-25 14:00:00,326.57798995,50931.5,50708.5,50943.0,50708.5,50704.0,50580.75140463713,50855.40419694867,43.813012216618255,0,0,0,0.0,0,0
2021-12-25 16:00:00,958.43957116,50704.0,50151.5,50910.0,50851.0,50851.0,50600.89518317636,50854.726617156295,50.72421490032654,0,0,0,0.0,0,0
