timestamp,volume,open,low,high,close,t_plus,ma_long,ma_short,RSI,longs,shorts,entry,returns,holding,direction
2021-12-20 15:00:00,160.09902212,46351.5,46039.0,46351.5,46248.0,46240.5,46033.15390935929,46029.27719465266,61.35365303717151,0,0,0,0.0,0,0
2021-12-20 15:20:00,76.54139476,46240.5,46121.5,46329.0,46167.0,46150.5,46044.618462381855,46050.744222442925,56.49790570452543,0,0,0,0.0,0,0
2021-12-20 15:40:00,92.49709031,46150.5,45939.5,46192.0,46003.0,46005.0,46041.09445390787,46043.31731044549,47.681830097046706,0,0,0,0.0,0,0
2021-12-20 16:00:00,55.44949835,46005.0,45896.5,46209.0,46209.0,46216.0,46055.16259199539,46069.04628869498,57.33166588304344,0,0,0,0.0,0,0
2021-12-20 16:20:00,71.85470196,46216.0,46073.5,46254.5,46212.0,46212.0,46068.176979721444,46091.21364693139,57.463500985889794,0,0,0,0.0,0,0
2021-12-20 16:40:00,173.14282567,46212.0,46144.5,46526.5,46429.0,46433.0,46097.853815645874,46143.529204403676,66.18388280738174,0,0,0,0.0,0,0
2021-12-20 17:00:00,95.88624118,46433.0,46321.5,46530.0,46508.0,46511.5,46131.31387713277,46199.91941925672,68.86512559343753,0,0,0,0.0,0,0
2021-12-20 17:20:00,77.23975968,46511.5,46194.0,46513.0,46263.0,46284.5,46141.9768942952,46209.67062226225,53.64471841335126,0,0,0,0.0,0,0
2021-12-20 17:40:00,86.28496923,46284.5,46120.5,46370.0,46146.0,46140.5,46142.30042512649,46199.83545844958,47.820845831734246,0,0,0,0.0,0,0
2021-12-20 18:00:00,92.83652846,46140.5,46088.5,46281.0,46228.5,46231.5,46149.18873772305,46204.26049547533,52.05569472162208,0,0,0,0.0,0,0
2021-12-20 18:20:00,43.2735232,46231.5,46060.0,46231.5,46193.0,46193.0,46152.66943154517,46202.52309244013,50.0393050502182,0,0,0,0.0,0,0
2021-12-20 18:40:00,63.4770662,46193.0,46180.5,46363.5,46295.0,46294.5,46163.916798189566,46216.78517151151,55.725011109414396,0,0,0,0.0,0,0
2021-12-20 19:00:00,110.00240381,46294.5,46264.5,46592.5,46588.0,46587.5,46197.26403202639,46274.013513716905,67.8514377419723,0,0,0,0.0,0,0
