timestamp,volume,open,low,high,close,t_plus,min_24,max_24,longs,shorts,entry,returns,holding,direction
2022-02-18 06:00:00,113.38743378000001,40650.5,40611.5,40760.0,40741.5,40745.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 07:00:00,801.1002029,40745.0,40595.0,40800.0,40656.0,40656.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 08:00:00,433.60555561,40656.0,40653.0,40986.5,40898.5,40893.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 09:00:00,155.24801201,40893.0,40787.0,40941.5,40902.5,40902.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 10:00:00,104.19205014,40902.0,40738.0,40902.5,40816.0,40815.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 11:00:00,679.21229072,40815.5,40128.0,40821.0,40203.5,40204.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 12:00:00,393.0380571,40204.5,40117.5,40582.5,40459.0,40457.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 13:00:00,425.58100117,40457.5,40200.0,40546.5,40409.5,40401.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 14:00:00,1617.03923302,40401.5,39626.0,40537.0,40500.0,40511.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 15:00:00,1305.1008852100001,40511.5,39664.5,40824.0,39834.0,39834.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 16:00:00,1631.56495269,39834.0,39420.0,40454.0,39953.0,39948.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 17:00:00,640.42063352,39948.5,39937.0,40398.0,40052.0,40047.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 18:00:00,682.87031761,40047.0,39804.5,40254.5,40168.0,40160.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 19:00:00,297.62845528,40160.5,40070.0,40359.5,40224.0,40254.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 20:00:00,326.92279475,40254.5,39966.0,40299.0,40038.5,40042.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 21:00:00,194.63740263,40042.5,39925.0,40179.5,40000.0,39998.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 22:00:00,265.10621896,39998.0,39764.0,40069.5,39964.0,39959.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-18 23:00:00,60.78768956,39959.0,39908.5,40098.0,40010.0,40002.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 00:00:00,180.45146337,40002.0,39956.0,40256.5,40226.0,40220.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 01:00:00,198.65540239,40220.0,40090.5,40320.0,40180.0,40180.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 02:00:00,50.88973628,40180.0,40110.0,40230.0,40187.5,40187.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 03:00:00,76.77380092,40187.0,40099.0,40245.5,40159.0,40164.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 04:00:00,109.75633262,40164.5,40094.0,40300.0,40241.5,40242.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 05:00:00,57.84000744,40242.0,40183.5,40279.0,40263.0,40264.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 06:00:00,183.06885215,40264.0,40239.0,40460.5,40398.0,40406.5,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 07:00:00,168.63771187,40406.5,40276.5,40438.0,40288.5,40287.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 08:00:00,376.2807578,40287.0,39961.0,40312.5,40003.0,40003.0,33098.0,51914.5,0,0,0,0,0,0
2022-02-19 09:00:00,142.81104471,40003.0,39917.5,40083.5,39950.5,39967.5,33098.0,51914.5,0,0,0,0,0,0
